gene	target_chembl_id	target_pref_name	uniprot	molecule_chembl_id	pchembl_value	n_measurements	retrieved
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5557773	6.66	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5558247	4.79	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5559837	6.66	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5560082	6.24	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5558234	4.21	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5548853	6.74	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5556089	6.87	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5558731	7.49	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5560673	7.89	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5558617	7.6	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5563723	7.48	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5560916	6.64	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5556211	6.76	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5527988	6.98	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5562110	6.84	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5559591	7.54	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5566842	7.57	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5555580	7.47	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5557847	7.59	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5561907	7.66	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5563656	7.4	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5559467	7.6	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5559632	7.71	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5557863	7.73	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5557149	7.63	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5560794	7.72	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5542593	7.12	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5532327	7.54	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5563329	7.55	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5532269	7.89	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5567675	7.73	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5559821	7.9	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5561081	7.61	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5561055	7.56	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5556260	7.71	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5563892	7.78	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5568342	7.11	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5561706	8.29	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5557556	6.58	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5568472	6.15	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5560023	5.84	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5567933	5.44	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5556243	5.61	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5542610	6.07	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5568183	6.3	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5562876	6.13	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5563340	5.93	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5556732	9.19	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5567484	7.47	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5561315	6.92	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5556753	7.22	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL6067698	7.34	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5559099	6.36	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5562385	6.57	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5558216	7.59	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5557517	6.03	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5564380	7.06	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5561595	7.21	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5563092	7.01	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5564563	7.5	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5559319	8.06	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5568060	8.46	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5564852	6.51	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5567069	7.3	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5566244	6.57	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5561399	7.46	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL4475240	4.96	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5561494	5.155	2	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5560025	5.26	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5566223	5.38	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5568526	5.44	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5542296	5.55	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5555728	6.06	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5568360	5.38	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5556234	5.34	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5566761	5.2	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5560323	5.24	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5560750	5.28	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5563571	5.09	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5542627	5.23	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5565947	5.38	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5560793	5.245	2	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5556839	5.08	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5560731	5.29	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5567663	5.65	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5566136	5.65	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5557862	5.65	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5565345	5.74	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5560545	6.44	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5555202	5.41	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5559175	5.55	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5559454	5.29	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5555227	5.78	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5556539	5.49	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5568503	5.95	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5559669	6.53	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5561143	6.55	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5567526	6.35	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5567979	6.39	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5566126	6.86	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5567727	6.5	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5557763	7.08	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5558210	6.44	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5559747	6.64	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5566548	6.45	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5562739	6.64	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5562731	6.56	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5561998	6.58	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5561590	6.51	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5564939	6.29	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5562536	6.41	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5561398	6.19	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5568339	6.14	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5542451	6.47	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5562717	6.64	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5555140	6.14	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5562418	6.64	2	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5568268	6.41	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5565952	9.38	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5555399	6.72	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5572410	7.08	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5571145	6.93	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5571945	8.62	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5575739	5.38	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5571404	6.26	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5564311	6.34	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5563683	4.84	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5571546	4.68	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5575926	5.66	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5562535	5.38	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5572117	5.41	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5564987	6.36	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5575122	6.6	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5570265	6.74	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5571672	6.75	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5563957	6.22	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5591487	5.3	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5574499	5.28	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5569303	6.22	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5595751	6.39	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5570427	6.68	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5572633	6.49	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5583643	5.51	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5569507	5.33	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5569757	5.45	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5569920	5.88	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5569425	6.76	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5574871	6.28	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5569221	6.6	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5568791	5.52	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5571499	6.91	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5572268	6.71	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5571753	7.07	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5571617	7.05	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5569630	6.82	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5590999	7.47	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5570626	6.9	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5572480	6.83	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5570737	7.25	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5574185	7.43	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5589731	7.24	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5592140	7.55	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5572364	6.76	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5563440	6.67	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5573240	7.02	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5567303	6.56	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5570460	6.55	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5563126	7.94	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5563252	7.94	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5570728	6.89	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5575329	6.13	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5572465	6.99	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5595926	5.7	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5571509	6.54	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5572950	6.92	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5590322	7.66	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5563724	6.79	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5574088	6.25	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5590022	8.02	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5572771	6.26	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5575335	7.3	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL357268	6.26	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5569761	6.33	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5574286	6.59	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5565366	7.92	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5590308	6.46	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5593279	5.22	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5563391	6.41	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5590745	6.88	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5572911	8.51	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5589596	7.58	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5590465	5.92	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5594414	6.08	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5584088	6.24	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5595677	8.92	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5591665	6.26	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5590993	7.07	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5593634	7.56	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5592712	7.91	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5594253	8.06	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5595464	6.15	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5593848	7.12	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5594944	6.56	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5589652	7.06	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5591859	7.06	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5590439	7.8	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5591335	6.07	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5592141	6.52	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5592497	6.85	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5595662	6.04	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5595114	5.89	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5592283	7.54	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5592763	7.93	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5591903	8.11	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5592162	5.78	3	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5595178	5.77	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5592155	5.76	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5592115	6.1	2	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5592820	6.11	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5589847	6.41	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5594483	6.13	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5594197	6.93	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5593519	6.69	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5595119	6.67	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5594503	7.545	2	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5595174	7.875	2	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5594548	4.78	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5589980	4.62	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5592204	7.97	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5594641	4.55	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5593144	4.89	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5595543	8.1	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5590261	4.99	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5593598	4.93	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5594067	6.77	2	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5590850	5.06	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5584163	5.87	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5590436	5.63	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5594937	5.63	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5592570	5.67	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5592317	5.92	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5592165	6.0	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5594027	6.08	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5269169	7.57	2	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5597640	7.42	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5597268	6.24	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5596769	6.11	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL4746691	6.77	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5597185	6.1	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5597560	6.36	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5596725	6.06	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5597296	5.77	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5597435	8.15	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5598550	5.94	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5598531	5.78	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5598054	6.01	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5597574	5.3	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5596717	5.71	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5597266	6.77	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5598168	6.25	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5596479	6.26	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5597381	6.01	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL5596683	5.92	1	2026-08-04
